Пол,Возраст,Путешествует с детьми,Путешествует по работе,Тип,Расстояние,Покупка билета онлайн,Питание включено,Наличие wifi,Оценка комфортности места,Оценка качества уборки,Оценка качества обслуживания в пути,Удовлетворён предоставленной услугой,Оценка комфортности покупки билета онлайн,Оценка качества питания,Оценка качества wifi,Оценка комфортности времени отправления/прибытия,Общая оценка качества предоставленной услуги
жен,22,нет,нет,плацкарт,296,1,1,0,1,1,4,0,плохо,плохо,отсутствует,плохо,плохо
муж,20,нет,нет,плацкарт,862,1,1,0,1,1,4,1,плохо,плохо,отсутствует,хорошо,нормально
муж,38,нет,нет,купе,580,1,0,1,5,5,4,1,нормально,отсутствует,плохо,нормально,нормально
муж,58,нет,да,плацкарт,865,1,0,1,4,4,3,1,плохо,отсутствует,нормально,плохо,хорошо
жен,65,нет,нет,плацкарт,583,1,1,0,5,2,2,0,плохо,нормально,отсутствует,хорошо,плохо
муж,49,нет,нет,купе,1098,1,1,1,5,5,4,1,плохо,хорошо,плохо,хорошо,нормально
жен,29,да,нет,плацкарт,704,1,0,0,1,1,3,0,плохо,отсутствует,отсутствует,нормально,плохо
жен,63,нет,нет,купе,171,1,1,1,4,5,4,1,нормально,нормально,плохо,плохо,нормально
муж,61,нет,нет,плацкарт,171,1,1,1,5,5,3,1,нормально,хорошо,нормально,плохо,нормально
жен,63,нет,нет,плацкарт,1122,1,0,1,5,2,1,1,нормально,отсутствует,плохо,хорошо,нормально
жен,25,нет,да,св,1667,1,1,1,3,3,2,1,нормально,нормально,плохо,нормально,нормально
муж,48,нет,да,купе,194,1,1,1,5,5,3,1,нормально,хорошо,нормально,плохо,хорошо
муж,65,нет,нет,плацкарт,371,1,0,1,4,4,5,1,нормально,отсутствует,плохо,хорошо,нормально
жен,25,нет,да,плацкарт,538,1,1,1,3,3,3,1,нормально,нормально,плохо,хорошо,нормально
муж,34,нет,нет,плацкарт,991,1,1,1,1,1,3,1,нормально,плохо,нормально,нормально,нормально
жен,32,нет,нет,плацкарт,473,1,0,0,1,1,3,0,плохо,отсутствует,отсутствует,плохо,плохо
муж,57,да,нет,купе,138,1,0,0,2,3,3,1,плохо,отсутствует,отсутствует,хорошо,нормально
муж,39,да,нет,купе,234,1,0,0,5,5,2,1,плохо,отсутствует,отсутствует,хорошо,нормально
муж,60,нет,да,плацкарт,1106,1,1,1,3,3,3,1,хорошо,нормально,плохо,хорошо,нормально
жен,50,нет,нет,плацкарт,714,1,0,0,5,5,5,1,плохо,отсутствует,отсутствует,хорошо,нормально
муж,28,нет,да,плацкарт,162,1,0,0,4,4,3,1,плохо,отсутствует,отсутствует,нормально,нормально
жен,52,нет,да,плацкарт,229,1,0,1,2,3,3,1,плохо,отсутствует,плохо,плохо,нормально
муж,41,нет,нет,плацкарт,825,1,1,0,2,2,4,1,плохо,плохо,отсутствует,нормально,нормально
муж,45,нет,нет,купе,1236,1,0,1,1,1,3,1,нормально,отсутствует,плохо,нормально,нормально
муж,41,да,да,св,1626,1,0,1,3,3,3,1,нормально,отсутствует,плохо,нормально,нормально
жен,37,нет,нет,плацкарт,1362,1,1,0,2,2,3,1,плохо,плохо,отсутствует,хорошо,нормально
жен,33,да,нет,плацкарт,2285,1,1,0,2,2,4,0,плохо,плохо,отсутствует,хорошо,плохо
жен,23,нет,да,плацкарт,374,1,1,1,1,1,4,1,нормально,плохо,нормально,плохо,нормально
муж,29,нет,нет,св,729,1,1,0,2,5,4,1,плохо,хорошо,отсутствует,нормально,нормально
муж,26,нет,да,купе,1453,0,0,0,5,5,2,1,отсутствует,отсутствует,отсутствует,нормально,хорошо
жен,30,да,нет,плацкарт,687,1,1,0,2,2,3,1,плохо,плохо,отсутствует,нормально,нормально
жен,26,нет,да,купе,413,1,0,1,4,5,2,1,нормально,отсутствует,нормально,нормально,хорошо
жен,60,нет,нет,плацкарт,797,1,1,0,5,3,4,1,плохо,хорошо,отсутствует,хорошо,нормально
жен,50,нет,да,св,3605,1,0,0,5,3,4,1,плохо,отсутствует,отсутствует,плохо,хорошо
муж,60,нет,да,купе,1026,1,0,1,5,5,2,1,плохо,отсутствует,хорошо,плохо,хорошо
муж,41,нет,нет,плацкарт,167,0,1,0,1,1,2,1,отсутствует,плохо,отсутствует,нормально,хорошо
муж,22,нет,нет,плацкарт,981,1,0,0,5,5,2,1,плохо,отсутствует,отсутствует,хорошо,нормально
жен,43,нет,нет,плацкарт,193,1,0,1,5,5,5,1,нормально,отсутствует,нормально,нормально,хорошо
жен,67,нет,нет,плацкарт,544,1,1,0,4,5,5,1,плохо,хорошо,отсутствует,хорошо,нормально
муж,49,да,нет,купе,629,1,1,1,2,2,2,0,нормально,плохо,плохо,хорошо,плохо
жен,50,да,нет,плацкарт,356,1,0,1,3,3,4,1,нормально,отсутствует,плохо,нормально,нормально
муж,53,да,нет,купе,451,1,0,0,2,2,5,1,нормально,отсутствует,отсутствует,плохо,нормально
жен,49,нет,да,купе,350,1,0,0,4,4,3,1,хорошо,отсутствует,отсутствует,хорошо,нормально
жен,25,нет,да,плацкарт,1226,1,0,0,1,1,2,0,плохо,отсутствует,отсутствует,плохо,плохо
жен,23,нет,да,плацкарт,1558,1,1,0,4,4,4,1,плохо,нормально,отсутствует,плохо,нормально
жен,67,да,да,плацкарт,599,1,0,1,2,5,3,1,нормально,отсутствует,нормально,нормально,нормально
муж,58,нет,нет,купе,987,1,0,1,4,4,2,1,нормально,отсутствует,плохо,нормально,нормально
муж,56,нет,нет,купе,904,1,1,0,5,5,5,1,плохо,хорошо,отсутствует,хорошо,нормально
жен,23,нет,да,плацкарт,624,1,0,1,3,3,3,1,нормально,отсутствует,плохо,нормально,нормально
муж,20,нет,нет,плацкарт,337,1,0,1,1,1,4,1,нормально,отсутствует,нормально,нормально,хорошо
муж,54,нет,нет,плацкарт,530,1,1,0,3,3,4,1,плохо,нормально,отсутствует,хорошо,нормально
жен,36,нет,нет,плацкарт,424,1,1,0,3,3,4,1,плохо,нормально,отсутствует,нормально,нормально
жен,22,нет,да,плацкарт,440,1,1,0,5,2,3,0,плохо,плохо,отсутствует,плохо,плохо
жен,31,нет,нет,св,413,1,1,0,5,5,4,1,плохо,хорошо,отсутствует,нормально,нормально
муж,50,нет,нет,плацкарт,658,1,0,0,1,1,3,1,плохо,отсутствует,отсутствует,нормально,нормально
муж,37,нет,да,св,3184,1,1,0,4,3,4,1,плохо,нормально,отсутствует,плохо,хорошо
жен,29,нет,да,плацкарт,1463,1,1,0,4,4,4,1,плохо,нормально,отсутствует,плохо,нормально
жен,43,да,да,плацкарт,818,1,0,1,4,3,3,1,нормально,отсутствует,плохо,нормально,нормально
муж,21,нет,нет,плацкарт,1416,1,1,1,4,3,4,1,нормально,нормально,плохо,нормально,нормально
муж,39,нет,нет,плацкарт,1248,1,1,1,3,3,3,1,плохо,нормально,плохо,хорошо,нормально
жен,40,нет,нет,св,579,1,0,1,4,5,3,1,нормально,отсутствует,плохо,хорошо,нормально
жен,52,нет,да,купе,470,1,1,1,5,2,4,1,хорошо,хорошо,нормально,хорошо,хорошо
муж,27,нет,да,плацкарт,726,1,1,1,3,3,2,1,плохо,нормально,плохо,плохо,нормально
жен,33,нет,да,плацкарт,983,1,1,0,1,1,2,1,хорошо,плохо,отсутствует,хорошо,нормально
жен,37,нет,да,св,2838,1,1,0,3,2,4,1,нормально,плохо,отсутствует,нормально,нормально
муж,43,да,да,св,2882,1,1,0,1,1,2,0,нормально,плохо,отсутствует,нормально,плохо
муж,53,нет,нет,плацкарт,481,1,1,0,4,4,4,1,нормально,нормально,отсутствует,хорошо,нормально
жен,69,нет,нет,плацкарт,845,1,0,0,4,1,4,1,плохо,отсутствует,отсутствует,нормально,нормально
муж,42,да,нет,плацкарт,624,1,1,1,3,3,4,1,нормально,нормально,нормально,хорошо,нормально
жен,31,нет,нет,плацкарт,1336,1,0,0,5,5,5,1,плохо,отсутствует,отсутствует,нормально,нормально
