total_area,living_area,ceil_height,rooms_number,city_center_distance,years_after_repair
65.0,31.9,3.0,3.0,8.2,7.0
157.8,82.1,2.7,4.0,12.2,8.0
69.0,35.2,2.8,3.0,5.7,9.0
73.0,41.6,2.9,4.0,8.7,12.0
139.6,89.3,3.2,4.0,13.0,19.0
63.2,34.1,2.7,3.0,10.6,5.0
56.0,30.2,2.7,2.0,6.5,2.0
49.4,20.7,2.7,1.0,5.5,4.0
66.0,42.9,3.3,2.0,5.6,6.0
194.3,114.6,2.7,6.0,12.6,17.0
85.8,36.9,3.0,2.0,2.6,11.0
86.5,34.6,3.4,3.0,6.6,5.0
90.0,44.1,3.1,3.0,5.2,12.0
60.2,30.7,2.7,3.0,0.2,8.0
68.6,40.5,2.7,3.0,5.6,10.0
54.0,23.2,3.3,2.0,0.5,6.0
123.2,59.1,2.9,5.0,0.0,2.0
81.0,47.8,2.8,4.0,11.1,4.0
158.4,68.1,2.7,5.0,11.9,2.0
78.0,44.5,2.8,4.0,9.2,11.0
98.0,62.7,2.7,4.0,2.6,6.0
62.2,34.2,2.9,2.0,8.0,0.0
50.2,21.1,3.4,1.0,9.5,13.0
66.6,33.3,3.4,2.0,4.2,5.0
62.2,36.7,2.7,3.0,5.4,4.0
70.0,32.2,3.3,3.0,2.8,1.0
61.4,28.2,3.1,2.0,9.7,11.0
68.2,38.2,3.3,2.0,4.8,2.0
65.7,42.0,2.7,2.0,8.5,7.0
65.0,32.5,2.9,3.0,7.1,2.0
68.0,41.5,3.0,3.0,5.2,4.0
98.3,51.1,2.7,4.0,7.6,11.0
59.0,35.4,2.7,2.0,7.1,8.0
70.9,39.0,2.8,3.0,11.9,0.0
105.0,62.0,2.7,4.0,11.5,8.0
50.6,27.8,3.4,1.0,6.8,15.0
51.4,30.3,2.9,2.0,1.4,3.0
79.0,37.1,2.9,3.0,5.8,7.0
81.3,32.5,3.0,4.0,2.7,15.0
45.0,23.9,3.0,2.0,2.6,3.0
77.0,47.0,3.3,2.0,9.2,5.0
68.4,30.1,2.7,2.0,4.6,9.0
72.0,28.8,2.7,3.0,6.9,9.0
120.2,74.5,3.2,6.0,8.5,15.0
57.0,34.2,3.4,2.0,3.7,10.0
49.0,23.5,2.7,1.0,12.6,1.0
76.0,36.5,3.0,3.0,12.7,5.0
66.9,40.8,3.1,3.0,7.3,7.0
65.1,32.5,2.9,2.0,5.7,2.0
58.0,28.4,2.8,2.0,8.7,3.0
51.7,30.0,2.7,1.0,9.8,10.0
89.0,50.7,2.8,3.0,5.3,5.0
71.3,39.2,2.8,2.0,2.5,9.0
65.5,40.6,3.0,2.0,5.7,3.0
70.0,44.1,2.7,2.0,3.8,3.0
66.0,39.6,2.8,2.0,8.7,2.0
61.2,36.7,2.7,3.0,13.4,15.0
56.0,26.3,3.3,2.0,7.8,3.0
94.6,50.1,2.7,4.0,6.4,14.0
48.2,19.8,2.8,1.0,4.2,1.0
47.5,20.9,3.2,2.0,5.2,9.0
57.0,23.4,3.0,1.0,2.9,5.0
64.8,33.7,3.4,3.0,6.1,8.0
67.0,32.8,2.7,3.0,5.9,4.0
82.0,33.6,3.0,3.0,6.2,0.0
126.3,63.1,2.7,5.0,5.5,0.0
56.1,29.7,3.3,2.0,7.8,9.0
61.4,31.3,2.9,3.0,6.6,1.0
58.4,27.4,2.7,2.0,2.4,9.0
61.3,34.9,2.7,3.0,4.0,8.0
65.1,29.9,2.7,3.0,6.3,6.0
90.0,43.2,2.9,4.0,7.4,11.0
59.6,35.2,2.8,2.0,5.0,6.0
58.8,35.9,2.8,1.0,5.5,4.0
71.0,32.7,2.7,3.0,10.1,10.0
153.2,85.8,2.8,6.0,6.3,5.0
69.8,28.6,2.9,2.0,6.1,4.0
64.0,31.4,2.9,3.0,3.3,2.0
61.9,36.5,2.9,3.0,2.5,1.0
63.0,35.3,2.8,3.0,2.3,16.0
56.8,34.6,2.7,2.0,3.8,8.0
57.2,33.2,2.9,1.0,6.5,8.0
69.3,43.0,2.9,3.0,4.7,5.0
73.0,30.7,2.9,4.0,2.5,1.0
79.4,40.5,3.2,3.0,8.2,9.0
67.0,40.2,3.4,2.0,5.6,4.0
79.7,41.4,2.9,4.0,4.1,7.0
73.3,45.4,2.8,3.0,3.2,1.0
89.5,50.1,2.8,4.0,3.3,1.0
134.3,63.1,3.1,5.0,1.7,1.0
57.8,30.1,2.8,2.0,0.5,3.0
65.2,41.7,3.5,3.0,7.4,10.0
70.7,36.1,2.7,4.0,1.3,10.0
67.2,39.6,2.7,3.0,4.1,2.0
63.4,32.3,3.0,2.0,8.0,3.0
64.0,35.2,2.7,2.0,7.7,12.0
66.0,31.7,3.2,2.0,5.2,4.0
62.0,31.0,3.2,2.0,2.9,4.0
36.0,17.6,2.9,1.0,4.2,7.0
85.2,48.6,3.3,4.0,7.7,15.0
66.7,26.7,2.7,3.0,7.0,5.0
58.2,33.8,3.0,1.0,6.5,4.0
77.4,34.1,2.7,4.0,5.7,1.0
51.4,32.4,2.7,2.0,6.8,2.0
69.4,44.4,2.7,3.0,6.5,4.0
59.5,36.3,3.1,2.0,0.6,5.0
66.0,26.4,3.4,2.0,3.6,5.0
44.4,23.1,3.2,1.0,6.2,7.0
116.7,72.4,3.1,3.0,8.2,0.0
68.0,39.4,2.7,3.0,8.3,7.0
54.0,25.4,3.2,1.0,5.2,1.0
86.0,54.2,3.5,4.0,7.4,1.0
80.8,39.6,2.8,4.0,6.3,7.0
48.0,27.8,3.3,1.0,4.7,1.0
60.5,24.2,3.1,3.0,4.3,4.0
55.8,31.8,2.7,1.0,1.8,4.0
65.4,39.2,3.3,2.0,3.7,3.0
63.3,36.7,2.7,3.0,6.1,15.0
207.0,124.2,3.0,7.0,2.1,4.0
79.0,49.8,2.7,3.0,5.6,2.0
66.0,37.0,3.3,3.0,7.3,3.0
79.0,38.7,3.0,3.0,5.7,1.0
67.0,27.5,3.2,2.0,4.6,6.0
108.8,70.7,3.1,3.0,5.6,9.0
91.3,53.9,2.8,3.0,4.8,4.0
67.8,34.6,2.8,3.0,8.6,10.0
157.7,85.2,3.0,4.0,0.8,8.0
51.3,22.1,2.7,1.0,6.3,8.0
67.0,42.9,2.8,3.0,5.9,12.0
56.0,28.6,2.7,2.0,9.7,12.0
67.3,35.0,2.7,3.0,6.4,3.0
57.0,25.6,3.1,1.0,1.8,2.0
63.5,27.9,3.1,2.0,7.8,13.0
80.8,35.6,3.1,4.0,7.6,2.0
92.7,39.9,2.8,3.0,8.6,6.0
190.4,95.2,2.7,6.0,2.5,15.0
52.0,27.0,2.7,1.0,5.7,4.0
87.5,42.0,2.7,3.0,2.6,8.0
95.8,43.1,2.8,4.0,1.2,4.0
63.1,28.4,2.7,3.0,3.5,7.0
60.0,39.0,3.2,2.0,3.8,2.0
73.0,34.3,3.0,3.0,1.0,2.0
62.8,33.9,2.8,2.0,5.5,4.0
62.7,29.5,2.7,2.0,4.6,9.0
67.8,38.0,3.3,2.0,10.8,4.0
59.2,31.4,2.7,2.0,3.8,16.0
65.0,31.9,3.0,2.0,10.5,2.0
117.4,65.7,3.2,4.0,0.8,2.0
67.9,39.4,2.7,2.0,6.8,1.0
101.0,53.5,2.9,4.0,8.6,6.0
64.5,34.2,3.1,3.0,6.8,6.0
49.6,27.8,2.8,1.0,5.1,2.0
61.5,37.5,3.2,2.0,12.5,2.0
65.0,33.1,2.7,2.0,2.1,9.0
65.6,37.4,2.9,3.0,6.7,6.0
100.3,64.2,2.7,3.0,4.3,4.0
61.7,30.2,2.9,2.0,10.1,4.0
92.6,57.4,2.7,4.0,6.8,3.0
52.0,31.2,2.8,1.0,6.4,12.0
122.0,54.9,3.1,5.0,8.1,0.0
62.0,27.3,2.8,2.0,6.8,3.0
61.0,39.6,2.7,3.0,3.7,7.0
75.0,33.8,3.2,4.0,10.7,3.0
124.0,65.7,2.7,6.0,4.2,3.0
80.3,48.2,2.7,2.0,13.1,16.0
77.8,31.9,2.8,4.0,8.4,1.0
104.8,49.3,2.7,3.0,8.0,8.0
81.6,36.7,2.7,3.0,3.6,4.0
45.0,29.2,2.9,2.0,7.0,8.0
63.4,32.3,3.1,2.0,2.5,4.0
72.6,37.8,2.8,3.0,11.2,7.0
80.8,35.6,3.1,2.0,8.6,13.0
67.3,30.3,2.7,2.0,10.2,1.0
70.2,32.3,2.7,4.0,4.2,6.0
124.7,54.9,2.8,6.0,5.8,16.0
64.0,40.3,2.7,3.0,7.5,8.0
64.6,29.7,2.8,3.0,4.3,7.0
66.8,40.7,2.7,3.0,2.1,5.0
60.8,29.2,2.7,2.0,6.4,3.0
69.6,34.1,3.1,3.0,8.0,2.0
66.4,38.5,3.4,2.0,7.5,4.0
64.1,38.5,3.0,3.0,5.5,4.0
73.2,33.7,2.7,4.0,4.7,4.0
71.6,41.5,2.7,3.0,5.9,2.0
66.6,34.0,3.4,3.0,3.8,2.0
79.3,46.8,2.8,4.0,7.5,11.0
121.0,50.8,2.7,6.0,6.7,2.0
62.1,39.1,3.1,2.0,4.2,7.0
58.4,35.0,2.8,1.0,4.4,11.0
74.7,38.1,2.9,4.0,7.4,3.0
66.3,39.8,3.3,2.0,9.6,5.0
85.8,45.5,2.7,3.0,7.5,1.0
50.6,29.3,3.2,2.0,6.6,3.0
100.0,61.0,3.1,3.0,4.3,6.0
106.7,55.5,2.8,4.0,5.9,2.0
71.0,28.4,2.9,4.0,5.2,12.0
76.5,44.4,2.7,3.0,7.7,4.0
77.0,39.3,3.1,2.0,7.0,6.0
154.0,66.2,3.2,5.0,7.1,7.0
61.7,34.6,3.1,3.0,2.1,3.0
77.3,34.0,2.9,3.0,6.5,12.0
74.2,40.1,3.0,3.0,0.4,6.0
92.2,53.5,3.2,2.0,8.2,9.0
62.1,36.6,2.9,3.0,5.4,0.0
74.2,43.0,2.9,2.0,1.4,6.0
60.5,30.9,2.9,3.0,8.3,16.0
70.0,37.1,3.1,3.0,1.8,4.0
65.0,37.1,3.5,2.0,7.8,11.0
70.9,37.6,3.3,2.0,4.6,7.0
62.1,27.3,2.8,3.0,8.6,10.0
99.6,58.8,3.0,3.0,7.5,1.0
64.8,33.7,3.3,2.0,8.7,7.0
104.1,67.7,2.8,4.0,6.6,2.0
69.6,32.0,3.1,2.0,10.3,1.0
63.0,39.7,2.8,3.0,8.0,8.0
68.7,41.9,2.9,3.0,5.7,8.0
57.0,23.4,2.8,1.0,7.0,1.0
50.5,30.8,2.9,1.0,10.2,6.0
61.1,25.1,3.0,2.0,6.5,6.0
34.2,13.7,2.8,1.0,0.1,8.0
70.7,29.0,3.1,2.0,9.2,4.0
107.3,48.3,3.3,3.0,5.9,5.0
59.0,36.6,2.8,2.0,4.4,8.0
65.1,29.3,3.0,3.0,4.9,9.0
107.0,43.9,2.7,4.0,4.6,3.0
66.3,26.5,2.9,3.0,6.2,8.0
58.0,34.8,2.9,2.0,4.4,3.0
70.9,41.8,3.1,4.0,3.6,8.0
92.7,49.1,2.7,4.0,12.7,14.0
68.7,41.2,2.7,2.0,13.8,6.0
87.4,54.2,2.7,3.0,3.6,8.0
64.0,33.9,2.8,2.0,11.6,11.0
58.2,29.1,3.1,2.0,6.9,8.0
61.6,28.3,3.0,3.0,8.7,4.0
87.5,45.5,3.5,4.0,6.4,1.0
78.0,49.1,2.7,3.0,3.5,9.0
83.0,35.7,2.7,3.0,7.5,6.0
73.3,39.6,3.0,4.0,6.9,2.0
76.0,44.1,3.1,2.0,5.2,7.0
60.0,33.6,2.7,1.0,4.3,0.0
156.0,62.4,3.3,6.0,8.5,5.0
67.6,37.2,3.1,2.0,4.2,7.0
66.3,35.8,3.4,3.0,2.1,10.0
69.2,32.5,2.7,3.0,2.2,5.0
59.0,33.0,2.7,2.0,3.3,1.0
65.5,36.0,2.7,2.0,2.4,3.0
147.7,60.6,2.7,5.0,5.1,1.0
43.1,19.4,2.7,1.0,8.5,11.0
82.9,49.7,3.3,2.0,1.4,6.0
133.7,84.2,2.8,5.0,6.0,8.0
66.3,35.1,3.1,3.0,11.2,6.0
68.1,31.3,2.9,3.0,2.8,4.0
68.8,27.5,3.3,2.0,2.6,9.0
70.4,39.4,2.9,3.0,7.3,3.0
65.5,41.9,2.8,2.0,9.3,1.0
79.0,41.1,2.7,4.0,3.0,9.0
63.2,39.8,3.0,2.0,12.8,9.0
65.2,40.4,2.8,3.0,8.5,8.0
65.2,40.4,2.8,2.0,7.7,15.0
63.2,36.0,2.7,3.0,4.8,6.0
57.9,26.1,2.8,2.0,6.9,0.0
62.1,36.0,3.3,2.0,1.4,13.0
66.5,33.9,2.9,2.0,4.9,6.0
52.0,31.7,3.2,1.0,4.0,4.0
82.0,47.6,2.7,3.0,12.8,7.0
96.5,40.5,3.1,4.0,2.6,6.0
65.6,40.0,3.5,3.0,6.7,2.0
67.0,36.2,2.7,2.0,7.1,2.0
62.8,40.2,2.9,2.0,3.4,1.0
71.0,41.2,3.0,3.0,7.1,6.0
151.0,60.4,2.8,5.0,6.9,15.0
180.9,112.2,2.9,6.0,7.7,4.0
62.2,36.1,2.9,2.0,3.4,11.0
126.0,68.0,3.0,5.0,2.3,6.0
66.1,29.7,2.7,2.0,6.5,7.0
55.0,33.6,2.8,2.0,5.0,5.0
54.9,31.3,3.5,1.0,6.3,12.0
64.7,37.5,2.8,3.0,3.7,1.0
91.3,47.5,2.8,4.0,7.0,2.0
109.1,50.2,2.9,3.0,8.5,5.0
80.0,50.4,2.9,3.0,11.8,8.0
62.8,27.0,3.0,2.0,3.2,1.0
67.0,28.8,3.2,3.0,9.5,3.0
98.2,47.1,2.9,4.0,9.1,2.0
57.0,35.9,2.8,1.0,5.5,4.0
68.0,29.9,2.8,2.0,3.8,2.0
109.8,68.1,2.8,4.0,11.4,13.0
74.0,35.5,2.8,4.0,0.6,3.0
61.0,32.3,3.1,2.0,8.8,11.0
95.7,47.9,2.9,3.0,5.0,2.0
63.0,25.2,3.3,3.0,8.5,0.0
70.8,28.3,2.7,4.0,4.3,5.0
78.4,40.8,2.7,4.0,5.4,8.0
54.1,30.3,2.7,1.0,7.8,4.0
66.0,35.6,2.9,3.0,6.3,4.0
63.0,29.6,3.1,2.0,3.8,9.0
126.8,67.2,3.0,5.0,6.3,6.0
100.7,62.4,2.7,4.0,9.0,4.0
64.0,30.7,3.3,2.0,4.6,5.0
125.1,53.8,2.9,5.0,7.8,1.0
105.0,53.6,2.9,5.0,7.8,10.0
71.6,35.1,3.2,4.0,4.5,15.0
72.0,39.6,2.7,3.0,5.6,7.0
64.2,28.9,2.8,2.0,8.6,8.0
87.0,44.4,2.7,4.0,7.8,1.0
67.0,28.1,2.7,3.0,7.3,4.0
75.8,47.0,3.0,4.0,2.0,5.0
49.0,22.1,2.9,1.0,4.7,17.0
108.0,55.1,3.2,5.0,8.5,2.0
99.8,61.9,2.8,3.0,6.6,6.0
66.0,29.0,3.0,3.0,6.7,8.0
70.2,33.0,2.9,3.0,6.0,2.0
55.0,33.0,2.7,1.0,10.4,1.0
69.8,29.3,2.7,3.0,7.5,8.0
74.0,43.7,2.7,3.0,3.7,3.0
76.8,36.9,3.3,3.0,7.4,3.0
53.3,21.3,3.2,2.0,4.6,2.0
119.4,64.5,2.8,4.0,4.7,11.0
63.6,29.3,3.0,3.0,9.9,2.0
67.8,28.5,3.0,3.0,4.5,11.0
63.6,33.1,2.8,2.0,10.4,16.0
110.8,51.0,2.9,4.0,6.7,6.0
63.4,26.0,3.0,3.0,7.4,3.0
60.5,32.1,2.9,2.0,3.4,3.0
68.1,30.6,3.3,3.0,9.0,2.0
53.4,23.0,3.2,1.0,1.5,4.0
66.0,38.9,2.7,2.0,2.3,5.0
66.5,32.6,2.8,3.0,4.6,9.0
53.6,27.9,3.0,2.0,5.7,1.0
87.0,43.5,2.8,4.0,4.4,6.0
85.2,46.9,3.0,4.0,7.6,17.0
107.8,49.6,2.7,5.0,1.5,8.0
68.1,34.7,2.7,2.0,8.4,7.0
48.0,20.2,3.2,1.0,7.4,1.0
64.2,29.5,2.8,3.0,6.9,10.0
74.0,42.2,3.1,4.0,2.3,5.0
91.1,43.7,2.7,3.0,2.1,1.0
100.5,61.3,2.7,4.0,3.5,9.0
56.6,32.8,2.8,1.0,5.7,1.0
88.1,40.5,3.0,3.0,5.3,9.0
60.0,37.2,2.8,2.0,4.5,1.0
72.1,45.4,2.7,3.0,6.9,1.0
122.3,55.0,2.8,5.0,5.4,7.0
56.8,34.1,2.9,2.0,10.3,4.0
59.1,33.1,3.0,2.0,9.7,3.0
68.0,33.3,2.9,3.0,7.4,11.0
58.1,34.3,2.7,1.0,6.7,4.0
48.3,30.9,3.1,1.0,7.8,8.0
62.7,25.7,3.3,2.0,6.4,9.0
54.8,32.3,3.1,2.0,2.9,4.0
61.5,28.3,2.7,3.0,7.5,15.0
52.5,32.6,3.0,1.0,7.8,4.0
68.6,27.4,2.7,3.0,8.6,2.0
103.0,56.6,2.8,5.0,3.6,2.0
74.8,34.4,3.1,4.0,5.9,9.0
78.6,39.3,2.8,3.0,5.8,15.0
68.2,34.1,2.8,3.0,4.8,6.0
91.0,58.2,2.9,3.0,7.4,4.0
68.0,43.5,3.2,3.0,7.8,3.0
61.5,31.4,3.2,3.0,4.3,3.0
79.0,46.6,2.7,3.0,6.1,10.0
67.4,31.7,3.3,2.0,5.1,0.0
92.8,59.4,3.0,4.0,4.8,4.0
71.2,42.7,3.1,3.0,5.1,8.0
75.3,37.6,2.7,3.0,6.1,1.0
69.5,34.1,2.8,2.0,2.4,2.0
63.7,38.9,3.1,3.0,7.5,2.0
74.8,33.7,2.7,4.0,4.2,9.0
59.5,25.0,2.9,2.0,5.5,7.0
56.6,34.0,2.9,2.0,6.1,5.0
46.0,28.1,2.7,1.0,5.1,8.0
74.1,31.9,2.7,3.0,10.7,13.0
71.1,42.7,2.8,3.0,11.4,13.0
53.0,32.3,3.4,1.0,6.1,2.0
79.5,37.4,3.1,3.0,5.8,2.0
60.0,33.6,3.1,1.0,3.9,6.0
97.4,55.5,2.9,4.0,2.7,6.0
65.5,41.9,2.7,3.0,3.1,3.0
66.0,26.4,2.7,3.0,6.3,4.0
73.1,46.1,3.0,3.0,9.7,14.0
68.4,35.6,2.8,2.0,2.2,3.0
62.0,27.9,2.8,3.0,4.1,3.0
65.0,34.5,3.0,3.0,5.8,2.0
39.7,25.8,2.9,1.0,6.3,8.0
61.1,33.0,2.8,3.0,6.1,5.0
51.9,29.1,2.9,2.0,2.9,15.0
71.4,30.7,2.7,3.0,2.6,2.0
62.0,37.2,3.3,3.0,9.1,1.0
77.2,33.2,3.4,4.0,6.3,5.0
60.2,37.3,2.9,2.0,6.6,6.0
61.8,36.5,2.8,3.0,8.8,8.0
73.3,41.0,2.9,4.0,9.7,3.0
106.0,49.8,3.4,3.0,7.9,10.0
109.6,46.0,2.9,4.0,5.2,5.0
77.8,32.7,2.8,3.0,7.2,11.0
100.0,51.0,2.8,4.0,2.3,8.0
88.0,44.9,2.7,3.0,4.7,9.0
147.0,64.7,3.1,6.0,3.1,4.0
59.7,23.9,2.7,2.0,0.5,1.0
65.5,39.3,2.7,3.0,8.3,9.0
78.8,33.9,2.9,3.0,1.5,3.0
69.0,39.3,3.4,2.0,8.3,3.0
60.0,26.4,2.8,1.0,8.3,1.0
61.7,33.3,2.7,2.0,6.8,4.0
58.6,31.1,2.7,1.0,3.3,9.0
67.7,41.3,2.9,3.0,8.1,8.0
64.0,40.3,3.2,3.0,2.1,8.0
75.0,40.5,3.4,4.0,4.7,10.0
57.0,36.5,3.1,2.0,4.1,7.0
98.8,49.4,3.3,4.0,6.9,3.0
58.0,31.3,2.7,1.0,1.3,6.0
62.0,28.5,2.7,3.0,6.0,2.0
93.6,44.9,3.0,4.0,5.1,3.0
63.4,37.4,2.8,2.0,7.6,3.0
65.9,29.7,2.7,2.0,10.1,11.0
59.8,34.7,2.7,2.0,4.0,8.0
71.2,29.9,2.9,3.0,8.4,2.0
152.0,60.8,2.7,6.0,5.4,1.0
75.6,42.3,2.8,3.0,10.8,0.0
68.3,41.7,2.8,2.0,2.5,3.0
63.8,39.6,2.7,2.0,3.0,2.0
58.2,37.2,2.7,1.0,6.4,17.0
64.0,33.9,3.3,2.0,5.7,16.0
67.6,34.5,2.8,3.0,4.1,8.0
96.0,49.0,3.4,2.0,1.3,6.0
65.0,35.1,2.8,3.0,5.1,8.0
64.9,26.0,2.9,2.0,5.7,5.0
54.0,31.9,2.7,1.0,2.9,10.0
79.4,32.6,2.7,2.0,7.4,9.0
91.0,41.9,2.7,4.0,8.8,10.0
39.1,25.0,2.9,2.0,4.1,9.0
69.7,33.5,3.5,2.0,3.1,0.0
68.8,42.0,2.8,3.0,5.7,7.0
50.9,31.6,3.3,1.0,10.9,15.0
46.0,24.8,3.2,2.0,6.5,3.0
46.0,20.2,3.4,1.0,2.4,2.0
70.9,45.4,3.3,3.0,1.5,10.0
69.4,29.1,3.3,3.0,12.5,7.0
141.0,60.6,2.7,4.0,11.7,4.0
87.2,44.5,3.3,4.0,5.7,3.0
64.7,30.4,2.7,2.0,5.7,2.0
72.7,45.1,2.7,2.0,6.8,1.0
65.0,37.1,2.8,2.0,8.5,7.0
103.0,50.5,2.7,4.0,6.8,13.0
63.0,41.0,3.4,2.0,4.1,7.0
62.3,35.5,2.9,2.0,6.9,9.0
162.2,68.1,2.7,5.0,11.7,6.0
85.2,51.1,2.7,3.0,11.3,7.0
74.3,46.1,3.5,4.0,1.3,11.0
61.0,27.4,2.8,2.0,4.2,2.0
64.0,38.4,2.9,3.0,3.3,10.0
68.0,38.8,2.9,3.0,4.9,14.0
74.6,35.8,3.1,3.0,3.6,7.0
72.2,39.0,2.7,3.0,10.5,3.0
75.0,47.2,2.8,2.0,4.9,12.0
86.4,52.7,2.9,3.0,1.2,7.0
86.4,56.2,2.7,3.0,7.1,2.0
67.0,28.1,3.2,2.0,5.5,2.0
53.3,29.8,2.7,1.0,6.4,5.0
62.9,28.3,3.3,3.0,2.7,7.0
65.1,32.5,2.8,3.0,4.3,5.0
137.5,71.5,3.1,5.0,7.7,6.0
68.4,35.6,2.8,3.0,9.2,10.0
52.0,30.2,3.5,1.0,8.5,1.0
62.0,31.6,2.9,2.0,0.7,0.0
133.0,77.1,2.8,6.0,5.5,3.0
71.7,41.6,2.8,4.0,5.1,9.0
72.0,29.5,2.7,3.0,0.2,9.0
42.8,23.5,3.5,1.0,8.3,11.0
86.8,39.9,2.9,4.0,3.0,7.0
84.3,53.1,3.0,4.0,6.4,1.0
67.0,26.8,3.0,3.0,8.7,4.0
93.5,37.4,2.7,4.0,4.9,6.0
63.0,32.8,3.2,3.0,8.6,1.0
60.0,34.2,2.7,2.0,5.1,9.0
65.2,39.8,3.5,2.0,2.4,2.0
61.7,24.7,2.9,3.0,7.3,2.0
63.6,26.1,3.3,2.0,6.7,0.0
67.7,43.3,2.7,3.0,6.7,3.0
95.3,59.1,3.0,4.0,5.3,8.0
64.0,33.3,2.9,3.0,6.4,3.0
99.1,51.5,3.3,3.0,2.2,10.0
49.8,28.9,3.2,1.0,3.6,4.0
91.0,40.0,2.7,4.0,6.5,4.0
66.1,41.0,2.8,3.0,10.8,3.0
57.6,24.2,2.9,2.0,10.3,5.0
59.7,29.3,2.7,2.0,9.4,3.0
65.6,31.5,2.7,2.0,4.1,8.0
58.1,29.0,2.9,2.0,8.8,6.0
62.7,34.5,2.7,3.0,6.1,11.0
63.5,31.1,2.7,2.0,9.6,3.0
59.5,27.4,2.7,2.0,2.5,7.0
77.9,46.0,2.8,2.0,5.5,3.0
57.3,29.8,2.8,1.0,4.4,19.0
69.2,35.3,3.2,2.0,8.4,1.0
98.8,44.5,2.8,3.0,1.2,7.0
54.0,35.1,3.5,1.0,6.2,6.0
58.2,32.6,3.1,2.0,7.6,3.0
58.0,31.3,3.0,2.0,5.2,8.0
67.4,41.1,2.8,3.0,8.1,3.0
96.0,62.4,2.7,4.0,8.8,16.0
81.0,45.4,2.8,3.0,3.3,6.0
65.4,32.0,2.7,3.0,8.7,5.0
66.5,39.9,3.0,2.0,4.3,5.0
62.0,30.4,2.9,3.0,5.1,1.0
107.0,58.9,3.0,5.0,9.4,11.0
71.0,28.4,3.3,3.0,4.0,2.0
66.0,37.0,2.9,2.0,1.4,5.0
63.4,34.9,3.1,2.0,1.2,6.0
55.0,28.6,2.8,2.0,3.8,2.0
109.0,56.7,2.8,3.0,5.4,8.0
67.0,30.8,2.8,2.0,6.4,5.0
117.4,55.2,2.7,4.0,5.4,5.0
100.1,51.1,2.9,5.0,0.7,15.0
96.2,51.0,3.1,4.0,8.5,12.0
77.2,33.2,3.2,3.0,5.7,16.0
94.5,39.7,3.5,4.0,7.3,4.0
67.6,42.6,2.9,2.0,1.5,3.0
156.0,62.4,3.0,6.0,5.2,1.0
51.8,30.6,3.3,1.0,4.2,7.0
61.5,30.8,3.1,3.0,4.5,4.0
64.4,36.7,2.9,3.0,5.5,6.0
60.4,27.8,2.9,3.0,5.5,4.0
77.0,33.9,3.3,2.0,9.1,6.0
75.6,37.8,2.9,4.0,9.8,3.0
51.0,26.0,2.8,1.0,5.4,7.0
60.1,26.4,2.8,2.0,5.0,3.0
57.6,28.8,2.8,1.0,7.5,0.0
66.5,28.6,2.7,3.0,2.2,8.0
81.5,42.4,2.7,4.0,6.4,8.0
91.0,51.9,2.8,3.0,6.6,3.0
67.0,40.9,2.7,2.0,8.6,0.0
67.1,39.6,2.8,2.0,8.8,4.0
61.0,37.2,2.7,2.0,7.1,0.0
65.0,31.2,2.9,3.0,0.2,9.0
53.0,22.3,2.7,1.0,0.1,11.0
64.0,26.9,2.8,2.0,1.7,2.0
73.5,40.4,3.3,3.0,2.3,2.0
59.9,36.5,2.7,2.0,2.2,7.0
90.2,47.8,2.8,4.0,8.3,4.0
66.5,27.3,2.7,2.0,5.1,2.0
63.4,39.3,2.9,3.0,4.6,1.0
59.0,32.4,2.9,2.0,8.3,3.0
66.8,31.4,3.3,3.0,9.0,8.0
42.6,25.1,3.0,1.0,7.7,5.0
86.2,41.4,2.8,4.0,8.4,3.0
71.0,43.3,2.9,4.0,10.5,2.0
72.8,44.4,3.3,2.0,9.8,14.0
67.1,40.9,2.9,3.0,2.9,3.0
68.3,39.6,3.1,3.0,1.6,4.0
65.1,33.9,3.4,3.0,3.2,8.0
58.3,32.1,2.9,2.0,9.0,1.0
113.0,73.4,3.3,3.0,7.8,5.0
66.3,26.5,2.8,2.0,2.6,4.0
95.6,50.7,2.9,2.0,8.0,3.0
68.0,36.0,3.2,2.0,4.2,11.0
53.8,26.9,3.1,1.0,3.6,8.0
75.2,45.1,3.0,3.0,4.6,14.0
55.0,35.2,2.8,2.0,5.3,7.0
86.1,37.0,2.9,4.0,9.5,9.0
60.0,36.6,2.7,1.0,8.1,3.0
67.0,29.5,2.7,3.0,0.5,5.0
53.7,27.4,2.9,1.0,5.3,2.0
92.8,57.5,2.7,3.0,2.6,1.0
126.3,59.4,3.3,4.0,7.2,17.0
69.0,44.2,2.9,3.0,9.4,4.0
68.9,41.3,3.3,3.0,8.0,6.0
67.5,39.2,2.8,3.0,5.7,3.0
66.0,28.4,3.2,2.0,8.7,2.0
64.8,36.3,2.8,2.0,6.3,4.0
97.6,61.5,2.7,3.0,4.5,7.0
66.0,35.0,2.8,2.0,7.9,7.0
58.0,31.9,3.0,2.0,4.1,7.0
54.1,31.4,3.0,1.0,3.6,4.0
63.1,34.7,2.8,3.0,7.6,5.0
51.0,29.6,3.0,2.0,7.7,0.0
69.1,28.3,3.2,3.0,4.0,0.0
54.0,21.6,2.9,1.0,5.6,4.0
84.4,43.0,3.0,4.0,5.4,6.0
58.6,34.0,2.7,2.0,2.8,5.0
68.3,36.9,2.7,3.0,2.4,7.0
